Unique ID	Card Identifiers	Set Identifiers	Name	Pitch	Cost	Power	Defense	Health	Intelligence	Rarity	Types	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Functional Text	Flavor Text	Type Text	Artists	Card Played Horizontally	Blitz Legal	CC Legal	Commoner Legal	Blitz Living Legend	CC Living Legend	Blitz Banned	CC Banned	Commoner Banned	Blitz Suspended Start	Blitz Suspended End	CC Suspended Start	CC Suspended End	Commoner Suspended Start	Commoner Suspended End	Variations	Image URLs			
r8BCDk6w7ffnPQRJKP6Kz	RNR017, RVD016, 1HP035, WTR027	RNR, RVD, 1HP, WTR	Smash Instinct	2	3	6	3			C, C, C, C	Brute, Action, Attack	Intimidate				When you attack with Smash Instinct, **intimidate**. *(Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)*	Following one’s instinct may be ill advised.	Brute Action – Attack	Olga Khariton																S – RNR017 – N, S – RVD016 – N, S – 1HP035 – N, S R – WTR027 – A, S R – WTR027 – U	https://storage.googleapis.com/fabmaster/media/images/RNR17.width-450.png – RNR017 – N, https://storage.googleapis.com/fabmaster/media/images/RVD016.width-450.png – RVD016 – N, https://storage.googleapis.com/fabmaster/media/images/1HP035.width-450.png – 1HP035 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR027.png – WTR027 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR027.png – WTR027 – U			
kmKgtzGrK7tTKdDQ9CQhH	1HP036, WTR028	1HP, WTR	Smash Instinct	3	3	5	3			C, C	Brute, Action, Attack	Intimidate				When you attack with Smash Instinct, **intimidate**. *(Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)*	Following one’s instinct may be ill advised.	Brute Action – Attack	Olga Khariton																S – 1HP036 – N, S R – WTR028 – A, S R – WTR028 – U	https://storage.googleapis.com/fabmaster/media/images/1HP036.width-450.png – 1HP036 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR028.png – WTR028 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR028.png – WTR028 – U			
8RzDGmBjLczgjmwMkhTbG	LGS020, RNR013, 1HP037, WTR029	LGS, RNR, 1HP, WTR	Wrecker Romp	1	2	8	3			P, C, C, C	Brute, Action, Attack					As an additional cost to play Wrecker Romp. Discard a random card.	The savage rule of the jungle; only the strong survive.	Brute Action – Attack	Arif Wijaya																R – LGS020 – N – EA, S – RNR013 – N, S – 1HP037 – N, S R – WTR029 – A, S R – WTR029 – U	https://storage.googleapis.com/fabmaster/media/images/LGS020.width-450.png – LGS020 – N – EA, https://storage.googleapis.com/fabmaster/media/images/RNR13.width-450.png – RNR013 – N, https://storage.googleapis.com/fabmaster/media/images/1HP037.width-450.png – 1HP037 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR029.png – WTR029 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR029.png – WTR029 – U			
pkC6RqDDkmhDjB8gHrQpt	LGS021, 1HP038, WTR030	LGS, 1HP, WTR	Wrecker Romp	2	2	7	3			P, C, C	Brute, Action, Attack					As an additional cost to play Wrecker Romp. Discard a random card.	The savage rule of the jungle; only the strong survive.	Brute Action – Attack	Arif Wijaya																R – LGS021 – N – EA, S – 1HP038 – N, S R – WTR030 – A, S R – WTR030 – U	https://storage.googleapis.com/fabmaster/media/images/LGS021.width-450.png – LGS021 – N – EA, https://storage.googleapis.com/fabmaster/media/images/1HP038.width-450.png – 1HP038 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR030.png – WTR030 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR030.png – WTR030 – U			
tgPLDRPrHD6bcWqCC6CkN	LGS005, LGS022, RNR023, RVD023, 1HP039, WTR031	LGS, LGS, RNR, RVD, 1HP, WTR	Wrecker Romp	3	2	6	3			P, P, C, C, C, C	Brute, Action, Attack					As an additional cost to play Wrecker Romp. Discard a random card.	The savage rule of the jungle; only the strong survive.	Brute Action – Attack	Arif Wijaya																S – LGS005 – N – EA, R – LGS022 – N – EA, S – RNR023 – N, S – RVD023 – N, S – 1HP039 – N, S R – WTR031 – A, S R – WTR031 – U	https://storage.googleapis.com/fabmaster/media/images/LGS005-P.width-450.png - LGS005 – N – EA, https://storage.googleapis.com/fabmaster/media/images/LGS022.width-450.png – LGS022 – N – EA, https://storage.googleapis.com/fabmaster/media/images/RNR23.width-450.png – RNR023 – N, https://storage.googleapis.com/fabmaster/media/images/RVD023.width-450.png – RVD023 – N, https://storage.googleapis.com/fabmaster/media/images/1HP039.width-450.png – 1HP039 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR031.png – WTR031 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR031.png – WTR031 – U			
h88bzTPkg6K8fLWLtzqqC	RNR014, RVD014, WTR032	RNR, RVD, WTR	Awakening Bellow	1	1		3			C, C, C	Brute, Action	Intimidate, Go again				"The next Brute attack action card you play this turn gains +3{p}

**Intimidate** *(Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)*

**Go again**"		Brute Action	Raphael Masalimov																S – RNR014 – N, S – RVD014 – N, S R – WTR032 – A, S R – WTR032 – U	https://storage.googleapis.com/fabmaster/media/images/RNR14.width-450.png – RNR014 – N, https://storage.googleapis.com/fabmaster/media/images/RVD014.width-450.png – RVD014 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR032.png – WTR032 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR032.png – WTR032 – U			
wkkQNmpRnKH9q7mGwDTk9	WTR033	WTR	Awakening Bellow	2	1		3			C	Brute, Action	Intimidate, Go again				"The next Brute attack action card you play this turn gains +2{p}

**Intimidate** *(Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)*

**Go again**"		Brute Action	Raphael Masalimov																S R – WTR033 – A, S R – WTR033 – U	https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR033.png – WTR033 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR033.png – WTR033 – U			
B6qqDhjjMKRWmzLMTdFJF	RNR024, WTR034	RNR, WTR	Awakening Bellow	3	1		3			C, C	Brute, Action	Intimidate, Go again				"The next Brute attack action card you play this turn gains +1{p}

**Intimidate** *(Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)*

**Go again**"		Brute Action	Raphael Masalimov																S – RNR024 – N, S R – WTR034 – A, S R – WTR034 – U, S – RNR024 – N	https://storage.googleapis.com/fabmaster/media/images/RNR24.width-450.png – RNR024 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR034.png – WTR034 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR034.png – WTR034 – U			
MTLkRnq7tBBHf8tm7L8gT	1HP040, WTR035	1HP, WTR	Primeval Bellow	1	0		3			C, C	Brute, Action	Go again				"As an additional cost to play Primeval Bellow, discard a random card.

Your next Brute attack this turn gains +5{p}.

**Go again**"		Brute Action	Raphael Masalimov																S – 1HP040 – N, S R – WTR035 – A, S R – WTR035 – U	https://storage.googleapis.com/fabmaster/media/images/1HP040.width-450.png – 1HP040 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR035.png – WTR035 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR035.png – WTR035 – U			
cLRkknLfRDW7WT9H6Fmdd	1HP041, WTR036	1HP, WTR	Primeval Bellow	2	0		3			C, C	Brute, Action	Go again				"As an additional cost to play Primeval Bellow, discard a random card.

Your next Brute attack this turn gains +4{p}.

**Go again**"		Brute Action	Raphael Masalimov																S – 1HP041 – N, S R – WTR036 – A, S R – WTR036 – U	https://storage.googleapis.com/fabmaster/media/images/1HP041.width-450.png – 1HP041 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR036.png – WTR036 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR036.png – WTR036 – U			
Fq9wd7gj7PPM7rKnJCMGQ	RNR026, 1HP042, WTR037	RNR, 1HP, WTR	Primeval Bellow	3	0		3			C, C, C	Brute, Action	Go again				"As an additional cost to play Primeval Bellow, discard a random card.

Your next Brute attack this turn gains +3{p}.

**Go again**"		Brute Action	Raphael Masalimov																S – RNR026 – N, S – 1HP042 – N, S R – WTR037 – A, S R – WTR037 – U, S – RNR026 – N	https://storage.googleapis.com/fabmaster/media/images/RNR26.width-450.png – RNR026 – N, https://storage.googleapis.com/fabmaster/media/images/1HP042.width-450.png – 1HP042 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR037.png – WTR037 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR037.png – WTR037 – U			
8dDbg7zTbJdqRWPcKWW8D	HER002, HER022, WIN002, BVO001, 1HP043, WTR038, CRU022	HER, HER, WIN, BVO, 1HP, WTR, CRU	Bravo, Showstopper					40	4	P, P, P, C, C, T, C	Guardian, Hero		Action	Go again	Dominate	**Action** - {r}{r}: Until end of turn, your attack action cards with cost 3 or greater gains **dominate**. **Go again** *(The defending hero can’t defend with more than 1 card from their hand)*		Guardian Hero	Alexander Mokhov		No		No												C – HER002 – N, R – HER022 – N, G – WIN002 – N, S – BVO001 – N, S – 1HP043 – N, S – WTR038 – A, S – WTR038 – U, S – CRU022 – F, S – CRU022 – U	https://storage.googleapis.com/fabmaster/media/images/HER002-P.width-450.png – HER002 – N, https://storage.googleapis.com/fabmaster/media/images/HER022-P.width-450.png – HER022 – N, https://storage.googleapis.com/fabmaster/media/images/BVO.width-450.png – BVO001 – N, https://storage.googleapis.com/fabmaster/media/images/1HP043.width-450.png – 1HP043 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR038.png – WTR038 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR038.png – WTR038 – U, https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU022.png – CRU022 – F, https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU022.png – CRU022 – U			
JDMdPcpKpcNnDMqG8mHHL	HER006, HER055, XXX002, BVO002, 1HP044, WTR039	HER, HER, XXX, BVO, 1HP, WTR	Bravo					20	4	P, P, P, T, C, T	Guardian, Hero, Young		Action	Go again	Dominate	**Action** - {r}{r}: Until end of turn, your attack action cards with cost 3 or greater gains **dominate**. **Go again** *(The defending hero can’t defend with more than 1 card from their hand)*		Guardian Hero – Young	Adolfo Navarro																R – HER006 – N, C – HER055 – N, S – XXX002 – N, S – BVO002 – N, S – 1HP044 – N, S – WTR039 – A, S – WTR039 – U	https://storage.googleapis.com/fabmaster/media/images/HER006-P.width-450.png – HER006 – N, https://storage.googleapis.com/fabmaster/cardfaces/promos/XXX002.png – XXX002 – N, https://storage.googleapis.com/fabmaster/media/images/BVO2.width-450.png – BVO002 – N, https://storage.googleapis.com/fabmaster/media/images/1HP044.width-450.png – 1HP044 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR039.png – WTR039 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR039.png – WTR039 – U			
Tw9CH9mDbccwNrMc8bKcr	FAB061, LGS002, XXX006, BVO003, 1HP045, WTR040, CRU023	FAB, LGS, XXX, BVO, 1HP, WTR, CRU	Anothos			4				P, P, P, C, C, T, C	Guardian, Weapon, Hammer, 2H		Once per turn Action	Attack		"**Once per turn Action** - {r}{r}{r}:**Attack**

While there are 2 or more cards with cost 3 or greater in your pitch zone, Anothos has +2{p}."		Guardian Weapon – Hammer (2H)	Adolfo Navarro																G – FAB061 – N, C – LGS002 – N, S – XXX006 – N, S – BVO003 – N, S – 1HP045 – N, S – WTR040 – A, S – WTR040 – U, S – CRU023 – F, R – CRU023 – U	https://storage.googleapis.com/fabmaster/media/images/FAB061.width-450.png – FAB061 – N, https://storage.googleapis.com/fabmaster/media/images/LGS002-P.width-450.png - LGS002 – N, https://storage.googleapis.com/fabmaster/cardfaces/promos/XXX006.png – XXX006 – N, https://storage.googleapis.com/fabmaster/media/images/BVO3.width-450.png – BVO003 – N, https://storage.googleapis.com/fabmaster/media/images/1HP045.width-450.png – 1HP045 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR040.png – WTR040 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR040.png – WTR040 – U, https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU023.png – CRU023 – F, https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU023.png – CRU023 – U			
cTFjhKWHRRdgLNQqrd9rP	FAB004, 1HP047, WTR041	FAB, 1HP, WTR	Tectonic Plating				2			P, L, L	Guardian, Equipment, Chest	Battleworn				"**Once per turn Action** - {r}: Create a Seismic Surge aura token. **Go again**

**Battleworn** *(If you defend with Tectonic Plating, put a -1{d} counter on it when the combat chain closes.)*"		Guardian Equipment – Chest	Alexander Mokhov				No												G – FAB004 – N, S – 1HP047 – N, C – WTR041 – A, R – WTR041 – U	https://storage.googleapis.com/fabmaster/media/images/FAB004-P.width-450.png – FAB004 – N, https://storage.googleapis.com/fabmaster/media/images/1HP047.width-450.png – 1HP047 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR041.png – WTR041 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR041.png – WTR041 – U			
Kqfdqrz7KwGB8Ckcz8gjQ	BVO004, OLD004, 1HP048, WTR042	BVO, OLD, 1HP, WTR	Helm of Isen’s Peak				1			C, C, C, C	Guardian, Equipment, Head	Battleworn	Action			"**Action** - {r}, destroy Helm of Isen Peak: Your hero gains +1{i} until end of turn.

**Battleworn** *(If you defend with Helm of Isen’s Peak, put a -1{d} counter on it when the combat chain closes.)*"		Guardian Equipment – Head	Ksenia Belova																S – BVO004 – N, S – OLD004 – N, S – 1HP048 – N, S C – WTR042 – A, S R – WTR042 – U	https://storage.googleapis.com/fabmaster/media/images/BVO4.width-450.png – BVO004 – N, https://storage.googleapis.com/fabmaster/media/images/OLD004.width-450.png – OLD004 – N, https://storage.googleapis.com/fabmaster/media/images/1HP048.width-450.png – 1HP048 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR042.png – WTR042 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR042.png – WTR042 – U			
jmWM8878rFWWrKrjMr9nH	1HP050, WTR043	1HP, WTR	Crippling Crush	1	7	11	3			M, M	Guardian, Action, Attack	Bravo Specialization, Crush				"**Bravo Specialization** *(You may only have Crippling Crush in your deck if your hero is Bravo.)*

**Crush** - If Crippling Crush deals 4 or more damage to a hero, they discard 2 random cards."		Guardian Action – Attack	Wisnu Tan				No												S – 1HP050 – N, S R – WTR043 – A, S R – WTR043 – U	https://storage.googleapis.com/fabmaster/media/images/1HP050.width-450.png – 1HP050 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR043.png – WTR043 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR043.png – WTR043 – U			
9zLjh8L8hMHFbPrFqpFWC	1HP053, WTR044	1HP, WTR	Spinal Crush	1	5	9	3			M, M	Guardian, Action, Attack	Crush				**Crush** - If Spinal Crush deals 4 or more damage to a hero, action cards, activated abilities, and attacks they control lose and can’t gain **go again** during their next action phase.		Guardian Action – Attack	Sergey Gurskiy				No												S – 1HP053 – N, S R – WTR044 – A, S R – WTR044 – U	https://storage.googleapis.com/fabmaster/media/images/1HP053.width-450.png – 1HP053 – N, https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR044.png – WTR044 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR044.png – WTR044 – U			
z6kHbHMgpmKfBpf9r7f8c	WTR045	WTR	Cranial Crush	3	6	8	3			M	Guardian, Action, Attack	Crush				**Crush** - If Cranial Crush deals 4 or more damage to a hero, they can’t draw cards during their next action phase	“Leave now, or a hangover will be the least of your worries.” - Valda Brightaxe	Guardian Action – Attack	Ksenia Belova				No												S R – WTR045 – A, S R – WTR045 – U	https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR045.png – WTR045 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR045.png – WTR045 – U			
G7QrkKGmzNt6P6rmwPRzF	WTR046	WTR	Forged for War	2	2		3			S	Guardian, Action, Aura	Go again				"**Go again**

Equipment you control gain +1{d}.

At the beginning of your action phase, destroy Forged for War."		Guardian Action – Aura	Adolfo Navarro				No												S R – WTR046 – A, S R – WTR046 – U	https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR046.png – WTR046 – A, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR046.png – WTR046 – U			
